,Unnamed: 0,INDUSTRY_GROUP,INDUSTRY,SECTOR,CURRENCY,DEFAULT_PROB,NBR_EMPLOYEES,EMPL_GROWTH,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_MGT,WHISTLE_BLOWER_POLICY,ETHICS_POLICY,BRIBERY_POLICY,COUNTRY,COUNTRY_RISK_GROWTH_RATE,COUNTRY_RISK_DIVIDEND_YIELD,COUNTRY_RISK_PAYOUT_RATIO,VOLATILITY_30D,VOLATILITY_180D,PCT_CHG_1_YEAR,PCT_CHG_6_M,DIVIDEND_YIELD,MARKETCAP,TOTAL_ASSETS,TOTAL_LIABILITIES,CURRENT_ASSETS,EBIT,RETAINED_EARNINGS,SALES,SALES_GROWTH,INTEREST_EXPENSES,anomaly_score
957,958,"Pharmaceuticals, Biotechnology",Biotechnology,Health Care,,5.23477503616221,29.0,20.8333333333333,,,,,,US,12.909483,1.785886,34.876488,46.414507121672706,54.071849279194204,30.28847,32.843140000000005,0.0,342637589.85,68.119098,10.396013,47.169711,-38.885457,-135.742607,1.0413540000000001,59.189494924789,0.0,0.07127488143932875
958,959,Diversified Financials,Diversified Financial Services,Financials,,1.3881067800764701,55219.0,2.0853746464291696,,,,,,US,12.909483,1.785886,34.876488,24.234504343962897,25.2414487956751,44.31373,13.230770000000001,0.0,1298507945.6,1514.0,482.0,326.0,18.0,-7.0,1335.0,-16.4580725907384,10.0,0.10918083594484346
959,960,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,,1.38319641648085,3300.0,-5.71428571428571,,,,,,US,12.909483,1.785886,34.876488,25.645909384938303,34.0384152333145,43.07976,28.851670000000002,0.0,2729185397.63,1191.78,237.525,820.821,-1.919,819.5889999999999,1790.1470000000002,-4.53552346766766,7.319,0.11156245313494534
960,961,Health Care Equipment & Servic,Health Care Technology,Health Care,,1.0123255186551199,1424.0,13.5566188197767,,,,,,US,12.909483,1.785886,34.876488,23.7244594484759,33.007004406308695,33.63982,-10.59107,0.0,3908699451.3,817.885,415.895,518.78,48.912,102.359,463.381,18.057048809445,17.288,0.10690586409480829
961,962,Capital Goods,Aerospace & Defense,Industrials,,3.1221772271207295,9800.0,0.0,,,N,Y,N,US,12.909483,1.785886,34.876488,28.7938652535565,38.399723221605896,-12.09346,-4.362764,0.0,1025205633.6,2198.5589999999997,1493.754,433.13,122.46600000000001,-541.702,2076.423,-0.44111519675417205,131.185,0.09115395117701619
962,963,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care,,0.8046406794286701,1250.0,-3.84615384615385,,,,,,US,12.909483,1.785886,34.876488,25.0550349764255,30.887271247535402,-0.41567790000000004,7.1565520000000005,0.0,616220777.25,707.961,192.93400000000003,153.914,12.967,-11.007,349.64300000000003,-1.20009042357795,2.839,0.11797872305743451
963,964,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,,8.12653941271969,67.0,8.06451612903226,,,,,,US,12.909483,1.785886,34.876488,49.2326398959599,133.63853730018698,301.676,168.2836,0.0,1231377446.9,231.505,110.749,119.914,-72.685,-445.223,28.85,6.136413803252161,2.825,-0.16949439595833427
964,965,Software & Services,Internet Software & Services,Information Technology,,1.22679681754374,716.0,,,,,,,US,12.909483,1.785886,34.876488,27.15202417626,42.344166236323794,50.69908,47.47175,0.0,1001230791.05,194.782,123.214,142.775,-28.151,-200.324,160.569,24.230373459393,1.7,0.06819729556054904
965,966,Energy,Energy Equipment & Services,Energy,,31.919404963758303,3000.0,-30.2325581395349,,,,,,US,12.909483,1.785886,34.876488,64.5095624341008,64.9348434918207,-53.78334,-9.680847,0.0,341041618.98,657.9810000000001,415.36400000000003,234.57,-311.449,-10.244000000000002,417.25300000000004,-47.3382168450865,75.684,-0.0050962128636417026
966,967,Capital Goods,Machinery,Industrials,,1.43008976436151,120.0,5.26315789473684,,,,,,US,12.909483,1.785886,34.876488,37.5124850947126,46.4020649471043,-11.811810000000001,16.53439,0.0,472172258.35,149.063,83.93,122.369,0.35700000000000004,-58.272,49.715,13.839847954019803,0.003,0.08288799059231888
967,968,Commercial & Professional Serv,Professional Services,Industrials,,1.14813698807941,5700.0,0.0,,,,,,US,12.909483,1.785886,34.876488,21.6081288861757,29.996283767919003,-3.268817,1.078652,0.0,636258045.41,482.675,206.387,187.946,43.177,82.235,719.181,1.11479475628892,4.762,0.10801199303050196
968,969,Software & Services,Internet Software & Services,Information Technology,,1.32623942949132,375.0,15.3846153846154,,,,,,CA,12.909483,1.785886,34.876488,52.5452479015009,36.058938053815105,26.767090000000003,-1.7071009999999998,0.0,578591930.3,154.413372,113.510196,83.282117,25.046553,20.399510999999997,189.81893200000002,10.5611818834344,0.0,0.023475869902750468
969,970,Consumer Services,Diversified Consumer Services,Consumer Discretionary,,0.51846493079713,3850.0,5.479452054794519,,,,,,US,12.909483,1.785886,34.876488,18.338624915754103,24.2373487368463,61.598209999999995,21.75552,0.0,4505555840.91,1092.493,318.807,230.06799999999998,237.203,650.9159999999999,873.3439999999999,12.226162940118199,1.328,0.11313098832787832
970,971,Transportation,Road & Rail,Industrials,,3.9855266388336403,4502.0,11.2978986402967,,,,,,US,12.909483,1.785886,34.876488,34.2700374456746,35.397311372678,-27.03704,13.21839,0.0,302121768.88,1326.125,712.818,347.81699999999995,96.67299999999999,215.671,1995.019,6.525093762547951,19.439,0.10289655000058995
971,972,Energy,"Oil, Gas & Consumable Fuels",Energy,,3.17824718643955,1300.0,-13.333333333333302,,,,,,US,12.909483,1.785886,34.876488,47.5008572952807,53.8120192529557,-1.8761709999999998,48.57955,0.0,392991948.72,1714.776,763.115,225.157,67.268,353.685,800.438,-28.793686744458498,47.434,0.06421265689760058
972,973,Consumer Services,Diversified Consumer Services,Consumer Discretionary,,5.44238588953818,1370.0,-8.66666666666667,,,,,,US,12.909483,1.785886,34.876488,61.91678447335671,57.15018373378079,-33.854820000000004,-37.860079999999996,0.0,130296379.43,2132.4320000000002,1893.787,125.03299999999999,55.63399999999999,-1169.559,570.372,1.24539367646745,132.269,0.03023844164198597
973,974,Software & Services,Software,Information Technology,,1.03325873939634,1012.0,-11.8466898954704,,,,,,US,12.909483,1.785886,34.876488,29.414354654712803,31.8615254737636,46.517109999999995,18.52913,0.0,276734325.41,194.31,195.96900000000002,93.05,-26.92,-177.34400000000002,194.08900000000003,-10.8333716175863,0.47,0.11312108557073075
974,975,"Pharmaceuticals, Biotechnology",Biotechnology,Health Care,,2.68374583404478,29.0,70.5882352941177,,,,,,US,12.909483,1.785886,34.876488,41.4211030626982,63.7119026976352,145.6991,32.40805,0.0,2898848512.32,145.312,15.144,141.79399999999998,-73.178,-139.236,0.0,0.0,0.0,0.052846036228880566
975,976,Materials,Chemicals,Materials,,1.22433491950351,2197.0,-3.215859030837,,,Y,Y,Y,US,12.909483,1.785886,34.876488,23.6766573981895,28.7458596669062,26.714509999999997,13.988529999999999,1.7369414666225702,3472337541.05,2409.49,1964.4370000000001,1432.886,490.816,258.54,3716.64,-6.42669431421017,0.0,0.1079073901529754
976,977,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,,3.5817601269485895,2755.0,3.9230479064503996,,,,,,US,12.909483,1.785886,34.876488,38.2407636055909,71.07487941601559,-35.15566,4.27351,0.0,190849434.86,299.991,166.108,108.215,14.097999999999999,78.846,769.03,9.00511552815808,3.793,0.018239730589676262
977,978,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care,,4.476499672408099,89.0,-7.29166666666667,,,,,,US,12.909483,1.785886,34.876488,70.5624630119558,53.14304942764271,41.50486,6.289879,0.0,226227028.5,114.28299999999999,30.666,100.005,-40.034,-215.442,20.734,-45.5886212145069,0.098,-0.025989872352612964
978,979,Retailing,Specialty Retail,Consumer Discretionary,,2.6982807291155497,2400.0,0.0,,,,,,US,12.909483,1.785886,34.876488,37.6652612627925,59.59689438380361,0.27591309999999997,36.62728,1.1595911434236599,431253028.8,458.478,139.596,351.751,37.912,312.64099999999996,1001.102,1.7413167907899498,0.16899999999999998,0.07164112833685216
979,980,Real Estate,Real Estate Management & Devel,Real Estate,,9.047841435898391,8356.0,-8.40732215280061,,,N,Y,N,LU,12.909483,1.785886,34.876488,31.943344820603,41.375883231287,13.559970000000002,32.604820000000004,0.0,532307890.47,689.212,627.018,325.47700000000003,117.11399999999999,333.786,997.303,-5.15118891148167,24.412,0.09875976024646177
980,981,Software & Services,IT Services,Information Technology,,5.37019439767709,3145.0,14.5719489981785,,,,,,US,12.909483,1.785886,34.876488,28.0913442996809,43.6934940690228,-37.288129999999995,-11.2,0.0,300213016.47,306.09,179.15400000000002,256.469,-15.493,-216.361,252.887,0.271210096628509,8.704,0.0695849438631197
981,982,Energy,Energy Equipment & Services,Energy,,3.3838506315096004,846.0,-9.80810234541578,,,,,,US,12.909483,1.785886,34.876488,49.3356315983873,52.582313858201196,-35.69212,6.147538,0.0,220964845.08,955.173,482.535,96.37,-3.3689999999999998,32.524,247.22799999999998,-12.279792929956,17.325,0.0595097791905691
982,983,Capital Goods,Machinery,Industrials,,0.623347451387834,2900.0,-4.29042904290429,,,,,,US,12.909483,1.785886,34.876488,20.5535804844806,19.3122419954244,54.79022,28.644370000000002,0.34631303017461,1377624421.42,552.776,165.05900000000003,327.618,67.62,334.98800000000006,844.748,-3.95974428617392,5.914,0.11141660466020264
983,984,Energy,"Oil, Gas & Consumable Fuels",Energy,,2.07663195554935,3600.0,0.0,,,Y,Y,Y,US,12.909483,1.785886,34.876488,36.2878186163612,72.55830212787329,126.2857,178.3606,2.32738100347065,287540316.0,668.0210000000001,447.728,381.73199999999997,41.715,239.44099999999997,856.438,-6.488109536392031,5.692,-0.0019005928005370043
984,985,Capital Goods,Construction & Engineering,Industrials,,2.7462389134204,2744.0,39.2893401015228,,,,,,US,12.909483,1.785886,34.876488,32.671587230814296,40.2234645976039,,1.129035,0.0,269953144.56,2835.276,2735.8520000000003,948.462,-1.421,-174.278,1558.126,39.018349295060894,43.375,0.09969636171151575
985,986,Diversified Financials,Capital Markets,Financials,,0.9661512844809079,1171.0,0.0,,,,,,US,12.909483,1.785886,34.876488,15.2011576445012,20.8640992961837,66.0092,37.302890000000005,1.58415843944738,3325910355.5,1385.707,655.252,621.999,181.995,87.40700000000001,872.091,25.704092884478197,0.8059999999999999,0.11101150357620626
986,987,Capital Goods,Building Products,Industrials,,1.03321228864589,5511.0,19.440832249674898,,,,,,US,12.909483,1.785886,34.876488,61.1903666174489,36.924974150832604,-20.536820000000002,-14.869470000000002,1.2447210544213998,1278781470.0,784.658,314.08099999999996,297.461,122.225,341.996,1114.5330000000001,13.590042285431199,0.971,-0.027540370270905168
987,988,Software & Services,Software,Information Technology,,1.99955760997648,854.0,1.3048635824436499,,,Y,Y,Y,US,12.909483,1.785886,34.876488,25.317610884018997,49.773720482551795,-4.651167,-34.4,0.0,393831900.1,153.106,112.289,140.113,-66.343,-342.385,163.926,9.79785395651649,0.0,0.036311707292447426
988,989,Materials,Chemicals,Materials,,1.1071917024798201,3583.0,-7.368148914167531,,,Y,Y,Y,US,12.909483,1.785886,34.876488,20.4756302590417,20.7992615838637,-2.601527,4.778157,0.260756196845153,2714407349.25,2863.4,1832.5,751.1,220.9,1419.1,1638.0,-8.87850467289719,56.5,0.12066361684772753
989,990,Capital Goods,Machinery,Industrials,,1.35856146858231,4400.0,12.8205128205128,,,,,,US,12.909483,1.785886,34.876488,17.2903058630184,21.1241353142981,31.80851,15.041789999999999,1.09765941428984,1994790000.0,1263.433,752.143,501.305,91.77600000000001,522.855,779.8389999999999,9.85690297351057,15.540999999999999,0.11610548210921023
990,991,Commercial & Professional Serv,Professional Services,Industrials,,1.60696809288315,291.0,21.25,,,,,,US,12.909483,1.785886,34.876488,38.2528666936697,32.6048673558531,19.695870000000003,-5.217893,6.04960677555959,144792485.28,81.214134,40.72568,34.434269,15.535817000000002,4.259081,253.852214,16.6954968149877,3.961617,0.09133394801923722
991,992,Capital Goods,Machinery,Industrials,,0.701254599693556,5000.0,5.59662090813094,,21.0,N,Y,Y,US,12.909483,1.785886,34.876488,18.3691293086697,20.5561096412782,46.89327,11.54036,0.8106116609004108,3637477174.5,2137.5389999999998,969.181,608.492,192.178,1177.151,1230.754,3.08038275508281,11.9,0.11803417646469366
992,993,Utilities,Multi-Utilities,Utilities,,1.24004772576082,2834.0,41.4877683474788,,,Y,Y,N,US,12.909483,1.785886,34.876488,22.4960177593004,16.177811730778,-12.81885,-23.85412,3.3737184394772406,2869981489.6,6515.444,4781.015,466.814,222.58599999999998,457.934,1572.974,20.5709007707314,135.412,0.04637444208320485
993,994,Materials,Metals & Mining,Materials,,0.861361768450713,2550.0,4.08163265306122,,,,,,US,12.909483,1.785886,34.876488,19.6622640979364,23.8431820433082,36.641220000000004,42.06349,0.735567990184052,1076334553.8,741.298,247.209,345.284,27.104,517.903,969.2360000000001,-5.4654764784369405,0.0,0.12086912888920076
994,995,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,,1.11258130942845,69.0,305.882352941176,,,,,,US,12.909483,1.785886,34.876488,49.18244551847629,43.7293327425922,143.5492,112.3508,0.0,931045985.0,98.118606,18.240605,53.574664,-45.278461,-208.227467,0.0,0.0,0.0,0.057311728571595166
995,996,Automobiles & Components,Auto Components,Consumer Discretionary,,1.43045710894537,31000.0,3.3333333333333304,,,,,,US,12.909483,1.785886,34.876488,24.6811863515636,28.4534691418486,-8.232261,4.614586,1.65207335205683,3122655597.33,4342.0,3660.0,2602.0,528.0,-1085.0,8599.0,4.7508831770008495,92.0,0.1100572805111284
996,997,Materials,Chemicals,Materials,,2.41675814450932,1334.0,22.3853211009174,,,Y,Y,Y,US,12.909483,1.785886,34.876488,4.66907800279633,64.14728137103289,32.507740000000005,33.75,0.9345794531786551,1087354693.8,775.2180000000001,394.075,291.59,24.522,402.286,514.246,-3.8799709908711,2.385,-0.13092422309280805
997,998,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Information Technology,,2.19464157859574,586.0,24.1525423728814,,,,,,US,12.909483,1.785886,34.876488,45.527086555870596,41.750636327200105,-30.88362,-17.74814,0.0,1364050980.57,990.595,528.071,499.52,24.948,1.976,266.277,38.17497794613671,17.406,0.07715503303656629
998,999,Software & Services,Internet Software & Services,Information Technology,,1.3802375687017399,820.0,34.2062193126023,,,,,,US,12.909483,1.785886,34.876488,28.745330918614002,39.6719895489283,55.12048000000001,11.2311,0.0,719642125.25,144.759,138.925,83.251,-2.784,-165.042,206.986,51.5093400480178,0.0,0.08048802481742517
999,1000,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care,,0.6094099541102851,14613.0,1.4369012911287,,,,,,US,12.909483,1.785886,34.876488,13.5879488328677,20.784196823966898,59.65963000000001,30.9738,0.40523809347316997,4253981839.32,880.059,355.96,169.9,178.74900000000002,958.1489999999999,1576.881,2.17009591884867,3.715,0.09885878790360447
1000,1001,Telecommunication Services,Diversified Telecommunication,Telecommunication Services,,2.65462801051008,3400.0,4.6153846153846105,,,,,,US,12.909483,1.785886,34.876488,42.2658845537434,42.3742909808187,-19.81982,-4.0431230000000005,0.0,750902149.2,1541.0,1662.7,229.9,93.0,-2732.1,1185.8,1.5413598218873101,75.7,0.08485128713859136
1001,1002,Capital Goods,Electrical Equipment,Industrials,,0.940280772249869,4202.0,43.9041095890411,,,,,,US,12.909483,1.785886,34.876488,26.687955510721196,24.1334150096484,33.78239,41.98516,0.0,3210123862.96,1861.684,1427.434,683.5089999999999,204.61700000000002,456.05199999999996,1444.453,9.652630116625,44.568000000000005,0.11621277222583426
1002,1003,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Information Technology,,0.44891177410012395,10800.0,5.882352941176469,,,,,,US,12.909483,1.785886,34.876488,26.554889149586202,23.142587604274503,22.82815,9.065314,2.2973670255417797,3260048983.62,2477.413,260.934,1836.404,163.55700000000002,2033.285,1312.661,9.79750386648923,0.0,0.11278732951209136
1003,1004,Materials,Metals & Mining,Materials,,1.49840469332689,8797.0,4.8760133524082,,,,,,US,12.909483,1.785886,34.876488,35.0057783210496,34.1527363923553,22.62846,23.85229,1.9339242114067798,2894799960.54,2975.131,1574.201,1713.9,89.051,1363.806,4569.675,9.38732041370019,44.047,0.09144902291684748
1004,1005,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Information Technology,,0.811821907614052,2796.0,0.0,,,,,,US,12.909483,1.785886,34.876488,28.3904384697186,24.9008627058432,26.744190000000003,21.923939999999998,0.587155950178794,897534612.5,517.697,199.815,215.707,63.166000000000004,410.97900000000004,396.67900000000003,3.7584682587428997,3.702,0.1094670637585714
1005,1006,Capital Goods,Aerospace & Defense,Industrials,,0.715238474670109,8000.0,-4.76190476190476,,,,,,US,12.909483,1.785886,34.876488,16.4265195202109,16.2578570187943,38.274029999999996,39.884570000000004,0.420105028045151,5882885381.53,3037.781,1746.59,1414.8110000000001,308.098,1754.9070000000002,2108.931,-4.38648708812644,41.248000000000005,0.09136659690484278
1006,1007,Technology Hardware & Equipmen,"Technology Hardware, Storage &",Information Technology,,5.5696265429542695,25000.0,56.25,,,,,,US,12.909483,1.785886,34.876488,45.8722384736431,49.54259537927071,-28.988329999999998,-15.70439,2.19178085457789,1378941238.0,5270.3,4245.5,2619.6,-159.8,662.7,3316.3,37.0768404083826,101.4,0.07669895032956997
1007,1008,Media,Media,Consumer Discretionary,,3.45926792689363,3000.0,,,,,,,US,12.909483,1.785886,34.876488,43.0048756025423,34.0260688386127,,-36.52332,0.0,930327520.8,2770.8,3488.8,129.5,243.6,-718.0,1237.0,1.6350340974447501,211.1,0.07553700996027118
1008,1009,Capital Goods,Construction & Engineering,Industrials,,0.974585960317816,14225.0,11.5686274509804,,,Y,Y,N,US,12.909483,1.785886,34.876488,22.411965596188697,38.3122357675175,52.82363,35.2619,0.0,3667174304.58,1899.307,1227.724,938.518,275.009,652.2869999999999,3066.88,14.7551656812129,0.0,0.07386943395405732
1009,1010,Technology Hardware & Equipmen,Communications Equipment,Information Technology,,5.35536118256507,1109.0,23.9106145251397,,,,,,US,12.909483,1.785886,34.876488,39.1641267585341,48.5573408977724,-11.5942,-11.5942,0.0,307408017.7,355.475,142.511,219.322,-28.119,-584.325,458.787,12.595990310776699,0.585,0.08636083666198602
1010,1011,Real Estate,Equity Real Estate Investment,Real Estate,,5.136876703805241,806.0,-46.1229946524064,,,,,,US,12.909483,1.785886,34.876488,14.0964667393688,19.4659246902067,-2.539609,2.38077,57.772203297874604,1373004222.48,2156.3,932.3,138.3,41.6,95.2,387.5,-18.0414551607445,26.3,0.10206338860034397
1011,1012,Capital Goods,Machinery,Industrials,,0.915427574850847,3254.0,34.5183960314179,,,,,,US,12.909483,1.785886,34.876488,20.6662939053099,26.2114510294016,13.82978,2.229301,0.498442356460191,1658664908.4,1260.444,588.526,392.792,84.051,516.7180000000001,685.74,19.9981101006372,4.578,0.11228894566368697
1012,1013,Retailing,Specialty Retail,Consumer Discretionary,,2.38376803286263,1400.0,0.0,,,,,,US,12.909483,1.785886,34.876488,33.096245800351895,52.2349864525685,21.96557,41.9778,4.97512429338359,405874349.37,290.506,101.286,195.215,19.33,51.023,568.952,3.2597628636402405,0.0,0.07043700159675131
1013,1014,Capital Goods,Aerospace & Defense,Industrials,,1.74874624127536,13255.0,-2.33569112879458,,,,,,US,12.909483,1.785886,34.876488,23.6074682168828,40.15125466235521,-11.4735,-21.68985,0.0,2258852164.0,3130.323,1283.195,1280.4569999999999,194.81099999999998,1667.047,2002.195,0.479968443730919,30.208000000000002,0.06393535003692591
1014,1015,Capital Goods,Machinery,Industrials,,1.04739827078696,2200.0,0.0,,,,,,US,12.909483,1.785886,34.876488,25.8362400370586,23.775603303214304,33.9526,14.827020000000001,1.3390722199526202,1254261948.03,643.2,249.1,259.6,57.7,301.8,707.9,-7.825520833333339,1.9,0.10995707036282742
1015,1016,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,,1.59294900136571,16600.0,-25.225225225225202,,,,,,US,12.909483,1.785886,34.876488,26.000124062187098,21.903367041938896,-12.3385,0.3910349,1.68438785539726,2795886075.22,1228.421,1616.453,139.27700000000002,266.14099999999996,1485.82,1553.914,-2.83974987041456,46.601000000000006,0.10674185315067097
1016,1017,Capital Goods,Trading Companies & Distributo,Industrials,,2.83424138889419,2260.0,,,,Y,Y,Y,US,12.909483,1.785886,34.876488,25.8450556636277,23.1929433684937,14.819170000000002,10.345939999999999,2.46117777255774,2614358000.0,7422.4,5629.7,512.8,331.9,1828.0,1376.9,-2.9189875202707403,150.0,0.11344827897935583
1017,1018,Capital Goods,Aerospace & Defense,Industrials,,2.2934887101770203,4965.0,2.94422558573502,,,,,,US,12.909483,1.785886,34.876488,23.737249465271102,37.8767066640295,71.34246999999999,34.66839,0.0,2348377000.0,2249.5,2213.9,854.7,61.2,-61.8,1761.3,3.1024995609670403,32.5,0.07724435637555765
1018,1019,Energy,"Oil, Gas & Consumable Fuels",Energy,,3.1587331959337503,1140.0,-1.72413793103448,,,,,,US,12.909483,1.785886,34.876488,34.7402748094378,39.3854013207719,-27.03704,13.21839,6.09137039700942,2325136756.05,3074.972,1629.007,635.874,121.59,-35.917,1332.164,-8.44825145317073,62.65,0.09551770504490875
1019,1020,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care,,0.6860265774284139,3107.0,-3.65891472868217,,,,,,US,12.909483,1.785886,34.876488,29.4170622796769,26.43737775355,60.653690000000005,61.824580000000005,0.0,3400966087.26,1238.7089999999998,499.099,510.029,-19.381,289.916,886.1160000000001,-2.49947184958276,7.9,0.10716752319436773
1020,1021,"Pharmaceuticals, Biotechnology",Biotechnology,Health Care,,1.78806971815312,135.0,3.84615384615385,,,,,,US,12.909483,1.785886,34.876488,44.2550694692159,36.780228787800105,26.653000000000002,24.79798,0.0,971268532.29,525.2819999999999,217.515,332.352,-58.214,-113.056,133.591,33.735434269010504,0.0,0.0769756381797479
1021,1022,Materials,Chemicals,Materials,,0.993600052870791,7000.0,1.4492753623188401,,,Y,Y,Y,US,12.909483,1.785886,34.876488,22.9296840557245,18.852312372678,39.775220000000004,16.406660000000002,1.29551034914161,3617604705.55,2723.3,1997.8,949.5,281.9,491.2,3339.8,-1.11913784936048,60.6,0.09386756583339084
1022,1023,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,,3.2385703076953596,1485.0,5.393896380411639,,,,,,US,12.909483,1.785886,34.876488,26.7640475505872,24.6643270309806,50.071940000000005,23.87174,0.0,2103004133.3,2888.691,1467.1960000000001,2624.12,214.21900000000002,848.5889999999999,3056.716,17.903566981774002,5.172000000000001,0.11646808248204649
1023,1024,Software & Services,Internet Software & Services,Information Technology,,9.28445815654806,150.0,36.363636363636395,,,,,,US,12.909483,1.785886,34.876488,35.77830256687,142.190048697968,,135.8546,0.0,386022503.72,30.665,50.93899999999999,29.684,-23.78,-41.523,8.911,-36.0209649626651,0.43,-0.1809550673400131
1024,1025,Utilities,Electric Utilities,Utilities,,0.744117102525876,2008.0,0.2997002997003,24.649999618530302,,Y,Y,Y,US,12.909483,1.785886,34.876488,16.5840943381923,12.9779652808208,6.205675,-4.5309610000000005,2.67111854225703,4225960166.68,6289.897,4132.031,440.31199999999995,271.776,1323.1979999999999,1262.02,-0.6509542316748399,82.035,0.042849059511298915
1025,1026,"Pharmaceuticals, Biotechnology",Biotechnology,Health Care,,4.1069279132501695,19.0,26.6666666666667,,,,,,US,12.909483,1.785886,34.876488,62.6224629350813,83.50286445158741,192.0,48.97959,0.0,682918752.2,111.05799999999999,11.96,69.421,-23.881,-332.473,0.889,-14.5192307692308,0.0,-0.060112128573753476
1026,1027,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Information Technology,,1.11016420988425,553.0,10.6,,,,,,US,12.909483,1.785886,34.876488,27.527379202248103,35.646291192906396,3.6670769999999995,-7.021432000000001,0.0,1852209884.2,422.652,70.22800000000001,214.043,63.059,-59.931999999999995,387.832,29.122386469569804,0.0,0.09958196660028051
1027,1028,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,,3.1636465477694906,159.0,30.327868852459,,,,,,US,12.909483,1.785886,34.876488,39.9692839168532,,,,0.0,1363506744.6,142.47202,14.982598999999999,139.410173,-90.2536,-309.702319,19.35645,-3.9043438536004103,0.0,0.06553659811423151
1028,1029,Capital Goods,Machinery,Industrials,,1.3970130918192398,1633.0,47.9166666666667,,,,,,US,12.909483,1.785886,34.876488,24.4585303648486,28.7643286512889,28.70515,30.53797,2.3272726752541297,931874501.25,671.8989999999999,451.436,182.16099999999997,69.118,82.387,416.26800000000003,3.96095982098259,0.0,0.10741384580531504
1029,1030,Retailing,Specialty Retail,Consumer Discretionary,,3.3702387815558303,17000.0,-5.55555555555556,,,,,,US,12.909483,1.785886,34.876488,80.36329155059049,65.2491135993762,-30.04695,21.13821,0.0,587121283.7,1185.1889999999999,549.502,514.133,103.601,690.715,2192.547,-6.705248945908919,0.0,-0.05211135619716212
1030,1031,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Information Technology,,1.88448055093073,8900.0,2.29885057471264,,,Y,Y,Y,US,12.909483,1.785886,34.876488,21.216527929237,33.8528642648428,1.847134,2.042121,0.0,2660124142.65,4093.6,2801.4,2688.5,285.3,1247.9,7622.8,23.137064857442898,78.7,0.08828430721220215
1031,1032,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,,0.7822482505219441,4000.0,-11.699779249448099,,,,,,US,12.909483,1.785886,34.876488,21.1085814857003,18.0134786682124,79.01191999999999,39.24775,0.595028373821301,3940474118.1,2254.4,1569.4,246.0,194.2,569.7,1308.6,7.94348928195225,43.7,0.10015883378918239
1032,1033,Commercial & Professional Serv,Professional Services,Industrials,,0.977802149413972,298.0,85.09316770186341,,,,,,US,12.909483,1.785886,34.876488,43.64486220591189,24.245577228219698,25.302329999999998,-5.207601,0.371195254232057,667121052.51,735.289,261.008,260.407,35.388000000000005,130.249,333.10699999999997,14.124249265968,3.015,0.01724989655396647
1033,1034,Capital Goods,Machinery,Industrials,,1.4752479401896799,10744.0,-4.071428571428569,,,Y,Y,Y,US,12.909483,1.785886,34.876488,23.0073314804286,29.0933610252987,47.737109999999994,35.29567,1.5609756330164497,4153717841.25,2415.496,1362.8429999999998,1113.901,112.944,765.607,2058.368,-1.9094220648140001,28.842,0.10808075167587317
1034,1035,Diversified Financials,Consumer Finance,Financials,,1.5165401448843798,974.0,-3.7549407114624502,,,,,,US,12.909483,1.785886,34.876488,23.2728331347488,30.1028224563562,144.2142,57.79237,0.0,3174745765.22,1740.344,1056.611,1013.436,63.316,325.70799999999997,718.7739999999999,3.4653807398877103,9.122,0.11617609967794429
1035,1036,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,,1.5257991713170702,8950.0,2.8735632183908,,,,,,US,12.909483,1.785886,34.876488,20.5417125801659,45.038314508743,8.404803999999999,-2.318388,1.42405059518693,1495232905.2,888.855,287.75,517.422,130.58100000000002,284.698,1520.06,-0.349941457901477,1.073,0.019987175466508966
1036,1037,Retailing,Specialty Retail,Consumer Discretionary,,2.93288771287186,6701.0,28.5933601995778,,,,,,US,12.909483,1.785886,34.876488,85.0868467233842,58.3871658317266,-65.27778,-32.93991,0.0,226122312.5,189.593,73.058,100.075,67.925,143.55700000000002,487.18800000000005,10.881543640199599,0.46399999999999997,-0.06428247045518054
1037,1038,Capital Goods,Machinery,Industrials,,2.08021035967497,5843.0,5.26031345703477,,,,,,US,12.909483,1.785886,34.876488,19.6835748226122,27.709677270454,5.237578,3.7253809999999996,0.0,1352924037.82,1722.0,1287.1,608.3,102.3,-68.9,1166.7,-1.08520559559135,0.0,0.10447119827513068
